movie_id,title,original_title,release_year,genres,vote_average,vote_count,log_vote_count,popularity,release_date,production_budget,domestic_gross,worldwide_gross,roi,release_month,release_month_name,main_genre
tt3072482,Hardcore Henry,Hardcore Henry,2015.0,"action,adventure,sci-fi",6.7,78226.0,11.267370135484136,10.459,2015-07-01,2000000.0,9252038.0,17187434.0,7.593717,7.0,Jul,action
tt7158430,Hearts Beat Loud,Hearts Beat Loud,2018.0,"comedy,drama,music",6.9,6543.0,8.786303878282583,13.201,2018-07-01,2000000.0,2386254.0,2420962.0,0.210481,7.0,Jul,comedy
tt3276924,Heist,Heist,2015.0,"action,crime,thriller",6.1,24740.0,10.116217065501464,7.554,2015-07-01,35000000.0,23483357.0,28906817.0,-0.17409094285714286,7.0,Jul,action
tt5112932,Heist,Heist,2015.0,action,6.4,5.0,1.791759469228055,7.554,2015-07-01,35000000.0,23483357.0,28906817.0,-0.17409094285714286,7.0,Jul,action
tt1999890,Hell Fest,Hell Fest,2018.0,horror,5.5,8662.0,9.06681636189014,12.955,2018-07-01,5500000.0,11107431.0,18119231.0,2.2944056363636363,7.0,Jul,horror
tt2582782,Hell or High Water,Hell or High Water,2016.0,"action,crime,drama",7.6,176469.0,12.080906169237279,15.749,2016-07-01,12000000.0,27007844.0,37584304.0,2.1320253333333334,7.0,Jul,action
tt7784604,Hereditary,Hereditary,2018.0,"drama,horror,mystery",7.3,151571.0,11.928816038561976,26.185,2018-07-01,10000000.0,44069456.0,70133905.0,6.0133905,7.0,Jul,drama
tt4226970,Hero,Hero,2015.0,"crime,drama",6.3,263.0,5.575949103146316,1.4,2015-07-01,42000000.0,19487173.0,66787173.0,0.5901707857142857,7.0,Jul,crime
tt4467202,Hero,Hero,2015.0,"action,drama,romance",3.7,1998.0,7.6004023345004,1.4,2015-07-01,42000000.0,19487173.0,66787173.0,0.5901707857142857,7.0,Jul,action
tt4846340,Hidden Figures,Hidden Figures,2016.0,"biography,drama,history",7.8,171131.0,12.050190467524768,14.751,2016-07-01,25000000.0,169607287.0,231771716.0,8.27086864,7.0,Jul,biography
tt5457656,Hide and Seek,Chupan Chupai,2017.0,"comedy,crime",5.9,178.0,5.187385805840755,2.228,2017-07-01,25000000.0,51100486.0,123696741.0,3.94786964,7.0,Jul,comedy
tt5662906,Hide and Seek,Zhuo mi cang,2016.0,"mystery,thriller",5.9,409.0,6.016157159698354,2.228,2016-07-01,25000000.0,51100486.0,123696741.0,3.94786964,7.0,Jul,mystery
